expression,result
(27 + 84) * 29,3219
(53 + 57) * 60,6600
80 * 22,1760
66 + 25,91
18 * 93,1674
88 * 43,3784
68 + 96,164
55 * 101,5555
8^2,64
63 + 43,106
22 * 70,1540
47 * 20,940
70 - 21,49
43 + 76,119
64^2,4096
18 * 71,1278
16^2,256
12^2,144
10^2,100
56 * 23,1288
95 + 57,152
51 + 50,101
56 * 62,3472
58 + 15,73
35 + 64,99
74 - 51,23
72^2,5184
33 + 78,111
56 * 76,4256
90 + 47,137
61^2,3721
65 * 96,6240
71 + 69,140
47 * 47,2209
(16 + 11) * 32,864
98 * 30,2940
40 + 67,107
50^2,2500
47 + 48,95
(24 + 82) * 2,212
50^2,2500
10 + 97,107
33 * 20,660
93 - 48,45
(39 + 94) * 59,7847
(18 + 22) * (57 - 10),1880
(57 + 13) * (81 - 17),4480
70 * 42,2940
83 - 40,43
(10 + 14) * (45 - 42),72
(58 + 38) * 67,6432
99 * 88,8712
31^2,961
(35 + 79) * (44 - 25),2166
94 / 94,1
34 * 101,3434
47 + 53,100
27^2,729
17^2,289
84 + 80,164
37 * 54,1998
80 - 58,22
42 * 73,3066
66 * 79,5214
73^2,5329
28 - 26,2
49 + 77,126
16 + 21,37
71 * 37,2627
(51 + 54) * 77,8085
39 * 15,585
(37 + 53) * (75 - 63),1080
69^2,4761
(25 + 94) * (28 - 8),2380
57^2,3249
(79 + 70) * (60 - 14),6854
54^2,2916
46 * 52,2392
58 + 50,108
(77 + 25) * 39,3978
(14 + 3) * 35,595
40 - 38,2
79 * 61,4819
65 - 36,29
52 * 55,2860
58 + 31,89
86 - 47,39
(48 + 37) * 80,6800
(61 + 91) * 83,12616
92 + 41,133
28 * 32,896
(35 + 70) * 57,5985
75^2,5625
26^2,676
26 * 76,1976
(42 + 92) * 11,1474
86 + 80,166
(69 + 15) * (50 - 33),1428
(69 + 91) * 42,6720
94^2,8836
34 * 45,1530
(21 + 33) * 26,1404
72 + 45,117
(92 + 49) * 49,6909
(43 + 40) * 24,1992
50 + 34,84
75^2,5625
86^2,7396
64 - 26,38
93^2,8649
(88 + 33) * 95,11495
75 + 28,103
65^2,4225
(98 + 71) * 20,3380
(59 + 15) * (69 - 2),4958
10 + 39,49
42 + 42,84
21 * 80,1680
21 * 55,1155
57 * 89,5073
71 * 69,4899
50 * 46,2300
15 + 26,41
49 + 56,105
65^2,4225
66 * 42,2772
76 * 91,6916
82^2,6724
26 * 27,702
22 + 84,106
(56 + 18) * 2,148
27^2,729
67^2,4489
45^2,2025
(60 + 17) * (59 - 53),462
(81 + 56) * (34 - 21),1781
(53 + 31) * 82,6888
41 + 100,141
63^2,3969
14^2,196
(94 + 34) * 81,10368
43 + 59,102
31 + 91,122
12 * 15,180
86 - 49,37
84^2,7056
94 * 89,8366
64 + 33,97
15 * 45,675
83 + 63,146
57 + 89,146
31 * 37,1147
41 + 46,87
61^2,3721
(99 + 26) * 5,625
46 + 28,74
99 - 86,13
(3 + 12) * (93 - 47),690
(35 + 69) * 71,7384
75 * 94,7050
50^2,2500
52 * 95,4940
(19 + 95) * (75 - 9),7524
(97 + 98) * 27,5265
16 * 29,464
30 * 72,2160
20^2,400
84 - 45,39
50 * 98,4900
45 / 45,1
44 * 29,1276
32^2,1024
26 * 84,2184
30 * 44,1320
13 * 70,910
(78 + 6) * (47 - 11),3024
53^2,2809
(64 + 62) * (86 - 29),7182
(74 + 72) * 77,11242
39^2,1521
54 * 71,3834
45 - 28,17
35 * 94,3290
71 * 19,1349
36 * 69,2484
61 * 63,3843
(3 + 46) * 41,2009
30^2,900
(76 + 85) * 89,14329
61 + 92,153
(53 + 12) * 18,1170
70 - 29,41
26 * 43,1118
(86 + 56) * (81 - 76),710
33^2,1089
60 + 70,130
(3 + 96) * 71,7029
69 + 96,165
(55 + 10) * 74,4810
70 + 11,81
96 * 68,6528
90^2,8100
63 * 77,4851
38 * 89,3382
(24 + 38) * 51,3162
91 + 57,148
55 - 21,34
(27 + 5) * 98,3136
70 - 51,19
38^2,1444
92^2,8464
61 * 69,4209
20 * 39,780
97^2,9409
48 - 42,6
17 * 79,1343
57 - 36,21
56 * 39,2184
67 + 30,97
(56 + 96) * 92,13984
83^2,6889
92^2,8464
56^2,3136
(27 + 57) * 14,1176
(77 + 6) * 30,2490
58 + 54,112
37^2,1369
24 * 44,1056
22 + 10,32
15 / 15,1
30 + 65,95
66^2,4356
62 + 14,76
35 + 94,129
(90 + 96) * 92,17112
78 + 99,177
44 + 14,58
(14 + 11) * 93,2325
(18 + 90) * 29,3132
53 + 46,99
22^2,484
67 * 89,5963
93^2,8649
49 - 16,33
66^2,4356
(75 + 46) * 68,8228
38 * 12,456
26 + 97,123
91 - 26,65
38 + 38,76
72 + 38,110
(99 + 70) * 95,16055
56^2,3136
66 + 41,107
16 * 21,336
52 - 21,31
(41 + 73) * 38,4332
13^2,169
(42 + 79) * 30,3630
83 * 36,2988
74 + 60,134
38^2,1444
56 + 23,79
68 - 60,8
(12 + 55) * 18,1206
67^2,4489
16^2,256
49 * 90,4410
10 + 33,43
75 + 91,166
56^2,3136
35 * 60,2100
11^2,121
11 + 64,75
40 * 41,1640
63 * 73,4599
51^2,2601
(10 + 36) * (83 - 54),1334
26 * 94,2444
67 - 42,25
(42 + 87) * (38 - 11),3483
46 * 29,1334
52 * 52,2704
60^2,3600
(80 + 8) * (97 - 95),176
92 - 29,63
63^2,3969
44 * 49,2156
(23 + 93) * (23 - 16),812
19 + 94,113
98 - 41,57
(82 + 85) * 98,16366
84^2,7056
50 - 39,11
25 - 24,1
57 + 34,91
77 * 48,3696
70^2,4900
37 * 15,555
30 + 33,63
30^2,900
55 + 84,139
(16 + 23) * (11 - 3),312
50 + 85,135
(65 + 66) * (86 - 23),8253
43^2,1849
93 - 89,4
94 * 22,2068
(31 + 80) * 92,10212
29^2,841
99 + 16,115
(87 + 38) * 21,2625
34 + 70,104
(93 + 20) * (90 - 55),3955
9 + 2,11
49 + 17,66
46^2,2116
42^2,1764
30^2,900
21^2,441
61^2,3721
63^2,3969
(16 + 82) * (43 - 43),0
66 * 41,2706
74 - 70,4
(50 + 5) * 32,1760
33 * 35,1155
74 * 96,7104
29 + 61,90
(16 + 5) * (95 - 4),1911
23^2,529
96 - 29,67
32^2,1024
81 + 75,156
(20 + 87) * (84 - 41),4601
(74 + 17) * 70,6370
65 + 23,88
61^2,3721
87 - 52,35
(62 + 87) * 60,8940
24 + 54,78
41 + 74,115
34 - 26,8
45 - 37,8
54 * 38,2052
97 + 61,158
28 * 44,1232
12 + 64,76
80 + 99,179
34 + 34,68
20 * 78,1560
81^2,6561
49 * 35,1715
72 - 38,34
89 - 86,3
40 * 59,2360
30^2,900
37^2,1369
(22 + 24) * 69,3174
(42 + 93) * (29 - 2),3645
29^2,841
68 + 60,128
42 - 17,25
41 * 54,2214
35 * 46,1610
47 + 60,107
33 * 57,1881
52 + 57,109
34^2,1156
(18 + 25) * (48 - 23),1075
83^2,6889
35 + 79,114
(18 + 91) * 6,654
40^2,1600
50 + 32,82
61 + 57,118
86 * 26,2236
70^2,4900
81 / 81,1
43^2,1849
39 + 20,59
(35 + 8) * 56,2408
88 - 13,75
75 * 29,2175
17 + 50,67
41^2,1681
69 - 45,24
80^2,6400
69 + 86,155
50 * 54,2700
(22 + 48) * 99,6930
54 + 65,119
94 - 34,60
49 + 90,139
(7 + 70) * 20,1540
80 + 13,93
85 * 86,7310
80^2,6400
31 + 99,130
90 + 97,187
85 * 35,2975
77 + 75,152
91 * 28,2548
99^2,9801
99 + 38,137
(3 + 62) * (78 - 75),195
(96 + 58) * 12,1848
(49 + 68) * (76 - 13),7371
(7 + 45) * 73,3796
94 - 22,72
(51 + 5) * 44,2464
(7 + 60) * 83,5561
(52 + 59) * (90 - 28),6882
76 * 87,6612
15 + 85,100
54 * 10,540
84 - 70,14
(67 + 33) * 72,7200
87 + 23,110
98^2,9604
44 * 47,2068
12 * 17,204
22^2,484
34 / 34,1
75^2,5625
(22 + 60) * 98,8036
70 * 39,2730
45 + 28,73
(58 + 29) * (65 - 63),174
57 - 34,23
(91 + 79) * 29,4930
63 + 60,123
(52 + 26) * 77,6006
(53 + 23) * 56,4256
(82 + 61) * 36,5148
78 - 35,43
50^2,2500
37^2,1369
(99 + 93) * 13,2496
86 + 52,138
(1 + 75) * 54,4104
(34 + 83) * (97 - 87),1170
48 - 38,10
86^2,7396
78 * 70,5460
84^2,7056
70 + 76,146
91^2,8281
70 - 47,23
49^2,2401
77 + 43,120
(98 + 81) * 81,14499
(50 + 62) * 77,8624
50 * 33,1650
61 + 50,111
80 - 57,23
(85 + 26) * 43,4773
(45 + 73) * 65,7670
57 * 23,1311
81 + 15,96
55 - 10,45
79 * 67,5293
(15 + 49) * 70,4480
29 * 51,1479
(69 + 39) * 70,7560
(90 + 93) * (93 - 42),9333
(15 + 92) * 8,856
81 + 75,156
67^2,4489
93 - 53,40
96 + 66,162
76 - 46,30
25 * 23,575
56 + 16,72
(61 + 11) * 14,1008
76^2,5776
83 * 63,5229
60 + 49,109
15^2,225
35 * 28,980
(14 + 6) * 45,900
(67 + 55) * 20,2440
46 * 84,3864
95 - 20,75
(54 + 67) * 75,9075
59 + 76,135
(6 + 77) * (62 - 57),415
90 * 97,8730
(54 + 40) * (84 - 68),1504
76 + 72,148
97 - 20,77
96 - 25,71
78 / 78,1
79 * 96,7584
43^2,1849
71 + 37,108
72^2,5184
24 + 83,107
40 + 18,58
84 + 34,118
(80 + 79) * 56,8904
38 + 86,124
38 - 38,0
88 + 13,101
(54 + 2) * (19 - 9),560
(54 + 79) * (65 - 36),3857
(72 + 68) * 39,5460
12^2,144
87^2,7569
60 + 17,77
51^2,2601
(46 + 55) * (86 - 68),1818
69 * 65,4485
(83 + 15) * 31,3038
(46 + 36) * 90,7380
60 + 72,132
19 - 11,8
26^2,676
49 + 16,65
(27 + 24) * 50,2550
25 + 82,107
85^2,7225
(35 + 14) * (95 - 62),1617
27 * 103,2781
61 * 87,5307
92 + 92,184
(56 + 90) * 15,2190
42 + 65,107
79 + 33,112
80^2,6400
46^2,2116
85 + 59,144
88 + 76,164
18 * 51,918
31 - 24,7
37 * 98,3626
60^2,3600
(71 + 90) * 45,7245
28^2,784
29 + 89,118
(42 + 88) * 2,260
(12 + 17) * 59,1711
54^2,2916
(51 + 52) * 33,3399
23 * 13,299
(10 + 22) * 68,2176
97 - 73,24
51 * 22,1122
46 + 67,113
(58 + 87) * (29 - 21),1160
44 * 77,3388
91 + 93,184
35 - 25,10
(20 + 23) * 83,3569
54^2,2916
52 - 43,9
54 * 82,4428
22 + 70,92
66^2,4356
81 - 75,6
88^2,7744
85 - 20,65
56^2,3136
81^2,6561
43 + 18,61
(51 + 7) * 82,4756
40^2,1600
59 + 103,162
(73 + 80) * (99 - 29),10710
26 * 80,2080
26 + 11,37
21 + 54,75
13 + 35,48
(94 + 71) * (85 - 27),9570
80 + 60,140
38^2,1444
22 + 25,47
25^2,625
(73 + 1) * 18,1332
45 + 42,87
43 - 27,16
60 * 37,2220
12 * 67,804
71^2,5041
52 * 77,4004
82 - 33,49
79^2,6241
45 + 82,127
23 * 64,1472
15 * 15,225
50^2,2500
77 - 67,10
(66 + 79) * 25,3625
87^2,7569
62 - 27,35
36^2,1296
77^2,5929
70 * 63,4410
81 + 21,102
79 - 61,18
60 - 49,11
37^2,1369
80 + 87,167
71 * 55,3905
47^2,2209
70^2,4900
87 - 61,26
79 + 26,105
(54 + 76) * (94 - 30),8320
18 + 39,57
35 + 26,61
57 * 81,4617
87 + 61,148
14 * 67,938
80 * 64,5120
72^2,5184
12 * 61,732
21 + 18,39
32 + 15,47
(81 + 25) * 83,8798
47 + 70,117
90 * 99,8910
(9 + 15) * 77,1848
72 + 18,90
(45 + 7) * (83 - 70),676
92 - 92,0
(88 + 20) * (75 - 31),4752
93 * 21,1953
42^2,1764
77 - 75,2
47 - 43,4
25^2,625
41 + 45,86
89 + 86,175
14 - 12,2
(81 + 5) * 24,2064
(12 + 75) * 7,609
95 + 35,130
68 + 60,128
94 + 17,111
46 + 82,128
(75 + 26) * 64,6464
(11 + 10) * (90 - 36),1134
18^2,324
19^2,361
79 + 61,140
(17 + 9) * 77,2002
44 * 56,2464
11 * 34,374
(40 + 77) * 55,6435
23 + 43,66
82 + 76,158
(22 + 22) * 76,3344
63 * 43,2709
98^2,9604
47 + 77,124
24 * 83,1992
63 * 81,5103
(91 + 48) * 63,8757
44 - 21,23
16^2,256
17 * 80,1360
95 * 88,8360
13^2,169
(86 + 38) * 96,11904
(55 + 64) * 7,833
93 + 21,114
(62 + 27) * (49 - 40),801
(73 + 2) * 93,6975
(87 + 19) * 99,10494
(55 + 10) * 71,4615
90 * 44,3960
93 * 91,8463
31 + 21,52
44 * 21,924
77 - 46,31
80 * 13,1040
25 - 25,0
(29 + 21) * 67,3350
(67 + 97) * 16,2624
85 + 38,123
16 * 55,880
75^2,5625
72 / 36,2
32 * 48,1536
32 + 48,80
24^2,576
22 + 63,85
(17 + 1) * 24,432
69 - 62,7
29 - 27,2
86^2,7396
58 + 55,113
(28 + 65) * 17,1581
(54 + 99) * 71,10863
43 * 86,3698
32 - 25,7
41^2,1681
12 * 84,1008
32^2,1024
60^2,3600
86^2,7396
73 + 74,147
60 * 49,2940
(82 + 56) * 51,7038
87 + 35,122
56 + 75,131
(21 + 80) * 51,5151
75^2,5625
46 + 84,130
23 - 15,8
52 + 30,82
90 * 49,4410
88 * 95,8360
64 + 32,96
95 * 22,2090
55 + 63,118
43 * 47,2021
(81 + 84) * 27,4455
76 + 32,108
23 * 35,805
80^2,6400
37 * 51,1887
(99 + 13) * 24,2688
29^2,841
59^2,3481
51^2,2601
98 + 50,148
(72 + 76) * (94 - 63),4588
54^2,2916
83 * 14,1162
17^2,289
89^2,7921
26 * 68,1768
74 * 15,1110
97 * 39,3783
(98 + 33) * 73,9563
59 + 48,107
82 - 13,69
14^2,196
26^2,676
47 + 85,132
67 + 47,114
(48 + 65) * 61,6893
(24 + 97) * 69,8349
25 + 24,49
47 * 24,1128
58 * 86,4988
91 + 63,154
13^2,169
65 + 78,143
(19 + 62) * 11,891
39 - 39,0
(81 + 19) * (99 - 67),3200
(90 + 45) * (26 - 19),945
78 + 38,116
63 * 96,6048
92 - 76,16
73 + 33,106
32^2,1024
62 + 35,97
72^2,5184
68 * 88,5984
52 + 67,119
(11 + 14) * (45 - 19),650
91 - 57,34
34 - 16,18
50 - 44,6
88^2,7744
(4 + 71) * 10,750
14 * 16,224
37^2,1369
38 * 91,3458
88 - 44,44
76 - 54,22
(84 + 61) * 8,1160
43 * 83,3569
86 - 46,40
(69 + 31) * (67 - 4),6300
17 + 98,115
14 + 25,39
(68 + 61) * 29,3741
17 + 12,29
36 * 23,828
86 + 65,151
(14 + 95) * 24,2616
79 * 70,5530
38 - 32,6
14 + 40,54
50 + 51,101
68 * 49,3332
(1 + 39) * (18 - 2),640
23 - 22,1
(40 + 73) * 19,2147
82^2,6724
99 * 38,3762
39 * 14,546
22 * 86,1892
25 + 92,117
13 * 51,663
98 + 74,172
53^2,2809
87 * 59,5133
67 + 19,86
57 + 66,123
34^2,1156
25 + 71,96
64^2,4096
(96 + 74) * 87,14790
71 + 100,171
15 + 102,117
70 - 61,9
78 * 95,7410
67 + 86,153
30 * 37,1110
55 * 27,1485
99 * 86,8514
(76 + 96) * 56,9632
(74 + 51) * 69,8625
85 * 53,4505
27 + 103,130
69 * 96,6624
85^2,7225
(20 + 91) * 51,5661
82 + 86,168
30 * 95,2850
6 + 5,11
12^2,144
(30 + 59) * 53,4717
(7 + 96) * (51 - 16),3605
76^2,5776
63^2,3969
63 + 25,88
(41 + 76) * (46 - 35),1287
23 * 17,391
50 + 88,138
50 * 44,2200
66 * 90,5940
72 * 88,6336
65 + 82,147
74 - 60,14
97 + 39,136
(20 + 23) * 37,1591
(80 + 52) * 30,3960
30 * 65,1950
(71 + 31) * 24,2448
34 + 76,110
41 + 50,91
(38 + 10) * 51,2448
79 + 38,117
42 + 94,136
(86 + 61) * 12,1764
97 * 45,4365
92 * 66,6072
(14 + 66) * 36,2880
80^2,6400
83 * 40,3320
77^2,5929
83 + 27,110
57 - 14,43
22 + 42,64
87 * 52,4524
16 + 74,90
66 + 61,127
(58 + 69) * (39 - 30),1143
93^2,8649
79 - 23,56
15 + 62,77
(94 + 50) * (98 - 41),8208
39^2,1521
58^2,3364
30 + 93,123
79 - 26,53
83^2,6889
39 * 66,2574
(79 + 42) * (63 - 55),968
85 - 60,25
(64 + 67) * (85 - 3),10742
21^2,441
71 + 85,156
95 - 22,73
14 + 90,104
85^2,7225
51 + 62,113
68^2,4624
34 + 55,89
17 - 13,4
85 - 35,50
85^2,7225
97^2,9409
30^2,900
33 + 20,53
23 + 46,69
63 * 25,1575
52 - 25,27
19^2,361
97^2,9409
97 - 45,52
(83 + 26) * 79,8611
85 * 70,5950
26 * 73,1898
(8 + 58) * 35,2310
64 - 63,1
92 - 87,5
50 * 88,4400
37 * 29,1073
98^2,9604
42 * 96,4032
98 - 66,32
99^2,9801
25 + 25,50
20 * 97,1940
62^2,3844
(47 + 42) * (92 - 31),5429
64 + 14,78
48^2,2304
94^2,8836
86 + 47,133
43 + 27,70
85^2,7225
(42 + 54) * 83,7968
19 * 33,627
99 - 38,61
68 + 79,147
49^2,2401
30 + 56,86
12^2,144
67^2,4489
63 + 65,128
17^2,289
50 * 39,1950
56 - 37,19
50^2,2500
(20 + 30) * 2,100
85 + 41,126
88 - 40,48
92^2,8464
(40 + 12) * 51,2652
70^2,4900
62^2,3844
68^2,4624
31 - 24,7
38 + 79,117
98 * 52,5096
56 + 34,90
34 * 92,3128
(20 + 45) * 76,4940
54 + 71,125
12^2,144
26^2,676
(62 + 29) * 83,7553
69^2,4761
87^2,7569
34^2,1156
59 + 64,123
13 + 46,59
48 * 34,1632
36 - 23,13
95 + 23,118
(96 + 95) * (87 - 75),2292
(12 + 47) * 98,5782
(54 + 18) * 51,3672
(22 + 38) * (79 - 60),1140
(51 + 5) * 38,2128
68 + 78,146
76 + 28,104
65^2,4225
22 * 100,2200
37 * 60,2220
91^2,8281
85^2,7225
48^2,2304
(16 + 98) * (77 - 54),2622
54 + 41,95
(28 + 66) * 8,752
25 + 89,114
81 + 81,162
(9 + 97) * 72,7632
16^2,256
(63 + 81) * 58,8352
69 * 62,4278
89 - 11,78
85 - 47,38
37 * 62,2294
42 + 16,58
(13 + 13) * 94,2444
(30 + 93) * 31,3813
29^2,841
(74 + 27) * 70,7070
85 + 94,179
93 - 52,41
67 + 65,132
(23 + 18) * 21,861
26 - 20,6
(54 + 91) * (95 - 45),7250
(36 + 86) * 27,3294
91 - 41,50
59^2,3481
79^2,6241
42 / 42,1
20 + 78,98
94 * 102,9588
38 + 86,124
97^2,9409
14 * 91,1274
(68 + 83) * 39,5889
65 + 75,140
(28 + 71) * (19 - 19),0
(5 + 47) * 80,4160
55 * 45,2475
55 - 27,28
44 + 77,121
(56 + 66) * (84 - 18),8052
(3 + 10) * 56,728
72^2,5184
69 + 42,111
63 - 53,10
76 - 51,25
(92 + 9) * 49,4949
19^2,361
29 * 32,928
97 + 47,144
72^2,5184
93 - 86,7
37 + 15,52
16^2,256
75 * 67,5025
70^2,4900
22 * 31,682
33 * 51,1683
95^2,9025
70 - 24,46
93 - 46,47
26 + 62,88
35^2,1225
(30 + 45) * 97,7275
63 * 43,2709
91 + 35,126
51 * 18,918
86 - 68,18
80 * 78,6240
70 * 63,4410
73 - 33,40
18 + 93,111
40^2,1600
17 * 20,340
67 - 49,18
(39 + 46) * 84,7140
37 + 77,114
12 * 75,900
92^2,8464
29 * 17,493
54 + 82,136
(91 + 94) * (94 - 78),2960
28^2,784
19^2,361
(52 + 22) * (50 - 20),2220
46^2,2116
(11 + 30) * 45,1845
(13 + 86) * 46,4554
56^2,3136
63 - 43,20
50 - 28,22
58 - 54,4
95 + 56,151
69 + 97,166
82^2,6724
78 + 44,122
85 - 19,66
72^2,5184
41 + 52,93
25 * 44,1100
(93 + 99) * (97 - 52),8640
48 * 38,1824
62 + 27,89
23 + 85,108
(9 + 59) * (17 - 14),204
53 * 75,3975
72^2,5184
15^2,225
89 * 100,8900
52 * 30,1560
45 * 47,2115
61 + 23,84
(74 + 75) * (29 - 18),1639
51 * 50,2550
(11 + 43) * 73,3942
(68 + 3) * 43,3053
86 * 49,4214
85 + 102,187
(60 + 33) * (96 - 53),3999
(68 + 55) * 53,6519
11^2,121
83 + 17,100
(29 + 56) * 83,7055
74 * 70,5180
10 + 95,105
53 * 46,2438
75 - 24,51
38^2,1444
92 + 66,158
56 - 43,13
66 + 57,123
(88 + 98) * (51 - 21),5580
38 * 57,2166
15 * 22,330
91 * 43,3913
43 - 18,25
64^2,4096
30^2,900
10 * 80,800
86 * 46,3956
60 * 70,4200
76 * 91,6916
94^2,8836
15 + 15,30
85^2,7225
84 + 45,129
46 * 19,874
42 * 82,3444
56^2,3136
14 * 40,560
85 * 95,8075
50 - 19,31
21 * 94,1974
(32 + 57) * 12,1068
22 + 100,122
23 * 46,1058
57 + 23,80
75 + 24,99
(66 + 26) * 10,920
54 * 99,5346
50^2,2500
(50 + 43) * 56,5208
34^2,1156
52 - 52,0
24 + 45,69
52 + 55,107
80 - 56,24
78^2,6084
24 * 71,1704
39^2,1521
52 * 67,3484
65 * 32,2080
38 * 38,1444
69^2,4761
86 - 28,58
73 + 54,127
28 * 55,1540
22 + 24,46
94 * 34,3196
70 * 76,5320
63 * 49,3087
46 * 18,828
82 + 61,143
0 * 8,0
(3 + 47) * 29,1450
84 + 68,152
(55 + 67) * (90 - 40),6100
24^2,576
32^2,1024
23 + 17,40
65^2,4225
85^2,7225
43^2,1849
19 + 96,115
56^2,3136
98 * 49,4802
59 * 48,2832
68 + 47,115
86 - 38,48
14^2,196
35 * 99,3465
91 * 28,2548
30 * 58,1740
48 + 34,82
74 - 26,48
47^2,2209
17 + 79,96
(74 + 99) * (51 - 19),5536
86 + 64,150
83 - 14,69
12 + 40,52
62^2,3844
81^2,6561
63 - 24,39
80 * 53,4240
92 * 62,5704
(68 + 89) * (95 - 23),11304
18^2,324
86 * 52,4472
(69 + 48) * 52,6084
97 * 47,4559
37 - 15,22
92 + 29,121
(59 + 89) * 9,1332
57^2,3249
24 + 44,68
(36 + 74) * (33 - 29),440
69 * 101,6969
11 * 93,1023
60^2,3600
90^2,8100
82 + 25,107
(4 + 78) * 18,1476
81 * 47,3807
45 + 37,82
(3 + 89) * (70 - 27),3956
11 + 51,62
46 * 98,4508
(48 + 24) * 84,6048
21 * 75,1575
67 + 26,93
97^2,9409
27^2,729
68 * 69,4692
15^2,225
37 * 23,851
66 * 25,1650
74^2,5476
18^2,324
44^2,1936
72 - 36,36
34^2,1156
63 * 69,4347
(68 + 78) * (97 - 87),1460
(29 + 80) * 40,4360
93 + 64,157
(80 + 17) * 77,7469
(35 + 87) * 97,11834
(17 + 68) * 68,5780
64^2,4096
9 * 2,18
17 * 84,1428
57 * 52,2964
(84 + 23) * 43,4601
51 + 57,108
73 + 74,147
41 - 31,10
29^2,841
95 * 88,8360
54 * 80,4320
80 + 64,144
28^2,784
(29 + 16) * 68,3060
11 + 77,88
(97 + 29) * (43 - 14),3654
75 * 80,6000
38 + 57,95
35 + 100,135
25 * 92,2300
56 * 75,4200
62 * 77,4774
96 - 52,44
(27 + 96) * (56 - 23),4059
79 * 23,1817
(12 + 70) * 80,6560
(23 + 87) * (99 - 42),6270
(43 + 60) * 53,5459
29^2,841
(33 + 38) * 20,1420
64 + 83,147
15 + 81,96
(76 + 51) * 64,8128
20 * 48,960
23^2,529
(6 + 84) * 82,7380
14 + 21,35
79 * 46,3634
4 * 6,24
10^2,100
(52 + 17) * 60,4140
4 + 11,15
(47 + 57) * (63 - 11),5408
24^2,576
62^2,3844
34 + 16,50
78 - 62,16
(76 + 69) * 74,10730
95 - 15,80
73 * 95,6935
98 + 81,179
92 - 82,10
98 / 49,2
(15 + 2) * (72 - 56),272
(21 + 1) * 63,1386
75 + 40,115
(83 + 59) * 56,7952
(11 + 19) * (79 - 49),900
51^2,2601
85^2,7225
55 + 40,95
67 * 10,670
(31 + 38) * (94 - 41),3657
33 + 14,47
54^2,2916
85 * 83,7055
28 * 95,2660
93 * 46,4278
36 + 22,58
(34 + 1) * 95,3325
(75 + 58) * (97 - 20),10241
50 * 29,1450
41^2,1681
71^2,5041
17 + 13,30
24 * 59,1416
22^2,484
71 * 99,7029
98 * 82,8036
31 + 24,55
97 + 61,158
(12 + 44) * (69 - 1),3808
63 * 50,3150
68^2,4624
95^2,9025
96 - 79,17
83 - 37,46
42 - 32,10
(72 + 52) * 80,9920
28^2,784
56 * 34,1904
83 + 40,123
24 * 54,1296
66 * 74,4884
35^2,1225
25 * 76,1900
98 * 87,8526
73^2,5329
11^2,121
81^2,6561
56^2,3136
17^2,289
95 + 20,115
(92 + 9) * (89 - 14),7575
27^2,729
69 * 93,6417
(45 + 28) * (46 - 16),2190
53 * 87,4611
86 * 64,5504
(54 + 13) * 90,6030
59^2,3481
41 * 45,1845
39 * 36,1404
49 * 80,3920
(56 + 41) * 83,8051
16 + 47,63
